3297. A district road with a bituminous pavement has a horizontal curve of 1000 m for a design speed of 75 km ph. The super-elevation is
	Yugananth P, 2013, e = V^2/225R. $%  $%   = 75 * 75/(225*1000). $%  $%   = 1/40 (or). $%  $%   = 1 in 40.
	Abhi, 2018, IRC suggested as the roadway width for mountainous and steep terrain for NH single lane road is 6.25.  $%  $% So, ans C is correct.
	Ramya, 2018, Which is the correct option? Please explain me.
	Aadarsh, 2018, For plane 7.9m (3.6+3.6+ 0.7) is 7.9. $% For hills 6.25m (3.75+3.75+1.25).
	Olau, 2019, Answer D is correct. I agree with the given answer.
	Navab, 2021, As per IRC: $%  $% The total width of carriage way for single lane is 3.75 (NH/SH), for two-lane its 7.0, for multi-lane its 3.50/lane. $%  $% For MDR /ODR : 3.50, for two LANE 5.5, $% for VR: 3.0.  $% So, option A is correct.



3350. If x% is the gradient of an alignment and y% is the gradient after proper superelevation along a curved portion of a highway, the differential grade along the curve, is
	Samm, 2016, Why not (x-y) %? Please explain.
	Ng Reddy, 2016, That is called grade compensation. $%  $% At the time of horizontal curves, we reduce the gradient 75/r or (30 + r) /r.
	Andal, 2017, The normal gradient ( slope of the ground ) is x% which is the same value at the point of Transition curve. The super elevation is starting from this Transition point and ending at the mid of curvature of the horizontal curve. $%  $% Hence, after super elevation attained, the difference between gradient is (y-x)%.
	Bb Bande, 2017, Please explain this.
	Garry, 2018, The Answer is correct because Y% is the gradient after attaining full superelevation. $%  $% Previously it has X%. So the difference will be {Y-X}%.
	Ankush, 2018, y-x is the right answer.
	Anom, 2018, How the gradient is increased after attaining super elevation? $%  $% Please suggest.
	Hira, 2020, The grade is decreased in a curve, not increased. It is called grade compensation. Y-X % is differential grade. Although, y% is lesser or flatter than x%.



3351. In an ideal transition curve, the radius of curvature
	Venky, 2013, L = v^2/r or 2.7(v^2/R).
	Vikash, 2016, As ,Ls = v^3/CR.
	Madhu, 2017, Radius of the transition curve is 0 at the tangent point and infinity at the starting of the circular curve. So it is varying through out its length. So the option should be B. In the question, it is stated radius of curvature not the length of the curve. So the above formula is not applicable here @Vikash.
	Silent, 2020, Its answer should be D.  $%  $% Because: $% Ls is inversely prop.to Rc (transition). $% also, Ls = V^2 / R or V^3/CR.
	Samiran, 2020, If it's length then the option C is correct.
	Dipuunku, 2020, Good explanation. Thanks @Madhu.
	Ajay Sharma, 2021, But it is mentioned that it is the ideal transition curve. The shape of ideal transition curve is spiral. So C is correct.
	Najaf, 2021, Clothiod & spiral same thing. L is inverse relations with radius.



3352. On concrete roads, the camber generally provided, is
	Devkate  G P, 2015, For concrete road camber is 1.7% to 2%.
	Jitender, 2016, I agree with the given answer.
	Ribhu, 2016, For Cement Concrete pavements in heavy rainfall regions camber is (1 in 50), and in light rainfall regions it is (1 in 60) hence the correct answer will be option D.
	Kishan Patel, 2016, Yes, the answer should be D.
	Gaurav Chauhan, 2016, Yes, Option d is correct.
	Siddhant Chauhan, 2016, I think it should be d.
	Shanker, 2017, Yes, I also agree.
	Sambaji Bk, 2017, D is correct because 1:50 and 1:60.
	Raj, 2017, Yes. Option D will be the correct answer. Agree.
	Ranjit, 2017, The Correct answer is D.
	M.Suna, 2017, Actually, the range of providing camber is 1 in 50 to 1 in 60 depending upon the rainfall area.
	Yogesh Rajput, 2017, I think the Correct answer is D.
	Ajay Kaundal, 2017, I think the correct answer is D.
	Priyanka Rajput, 2017, Yeah, I agree with the answer D.
	Patoliya Chandresh, 2017, It should be option D.
	Akshay, 2017, Yeah, I agree with the answer D.
	Angshuman Betal, 2017, E option is the correct because In practice generally, we adopted camber 1 in 60 to 1 in 72 for c.c  road.
	Nani, 2018, D is the answer. I also agree.
	Tanu, 2018, D is the right answer.
	Emmy, 2018, Concrete road 1in 50 (heavy rainfall) &1 in 60 (light rainfall).
	Samiran, 2018, I agree with you @Emmy.
	Anom, 2018, Yes, the correct answer should be option D.
	Ravikumar, 2018, What is 1 in 50? Explain, please.
	Uday Kumar, 2018, I think D is the correct answer.
	Sam, 2018, D is the correct answer.
	Nagendra Singh, 2018, 1in 50 to 1 in 60 for cement concrete pavement and hight bituminous surface road.
	Alex, 2018, Option D is correct.
	Yathish, 2018, @All. $%  $% Here it is about generally providing camber to roads so it will be E.
	Vivek Hingrupe, 2019, 1 in 50 to 1 in 60.
	Bahubali, 2019, Option D is correct. $%  $% Ref: Highway Engineering, Sk Khanna.
	Trivo, 2019, The correct Answer is D.
	Pawan Kumar, 2019, The correct answer is option D.  $% 1 in 50 (2%) for heavy rainfall, and 1in 60 (1.7 %) for light rainfall.
	Satyendra Sahu, 2019, Option D is the correct answer.
	Ron'S, 2020, Option D must be the Correct One.
	Kaku, 2020, For Cement Concrete Road camber size 1 in 60 to 1 in 50.
	Anirban Roy, 2020, It should be option C. $% As 1÷48=2.08%. &.    $% 1÷60=1.67=1.7%. $% As for RCC surfacing, it should be 1.7-2%.
	Anirban Roy, 2020, Answer should be D.
	Sagar Debnath, 2020, Yes, I also agree option D.
	Sagi, 2021, The Answer is D. $%  $% Cement concrete light rain 1.7%. $%  $% Heavy rain 2%.
	Shubham Gour, 2021, Yes, Options D is correct. I too agree.
	Mukesh Bandral, 2021, D is the correct answer.
	Bernard Habu, 2021, How option D is correct? Please explain.



3353. While calculating the sight distances, the driver's eye above road surface, is assumed
	Kiran, 2016, It should 0.15 m.
	Kailash, 2016, For ss & osd HI is 1.2m.
	Lopamudra, 2016, The driver's eye should be 1.2 m where the object height should be .15 m.
	Vaibhav, 2019, It should be 4 feet above the road surface.
	Alia, 2019, Thanks @Lopamudra.
	Dinesh, 2019, @Alia. $%  $% Object height is not 15m. It is 0.15 m = 15 cm.
	Roshan, 2019, IRC has suggested the height of the eye level of the driver as 1.2m and the height of the object as 0.15m above the ground surface.



3354. If the number of lanes on the carriageway of a road is more than two, the total width of lane ways is equal to 3.0 m
	Neelam, 2016, Yes, 0.70 is the width or separator.
	Bhanuvalmiki, 2017, Is it m or n?
	Akky, 2018, Explain it please.
	Soumya Choudhury, 2018, For multi-lane the pavement width is 3.5/lane. $% So as it is 2lane so 3.5 * 2=7m.
	Kamini, 2018, The Width is 3.
	Prajapati, 2018, Yes, the width is 3m.
	Aadarsh, 2019, Multi-lane pavement = 3.5m per lane. $% So it is +0.5m,  $% So, the correct option is A i.e. 0.6m.



3355. Minimum thickness of a layer of fine sand required to cut off capillary rise of water completely, should be
	Pawan, 2017, Can anyone give the explanation?
	Garry, 2017, Which IRC or book specifies this? $%  $% Please explain it very clearly because according to IRC 37 none of them is correct.
	Jyoti, 2018, Then what is the value acc to IRC 37?
	Kcube, 2020, Should be 35cm for Fine sand. $%  $% IRC:34-2011 Table 4.7.2-Recommended Thickness of Layer of Cutt-Off.
	Mohsin Gondal, 2020, I think this is linked with atmospheric pressure.



3356. If W is the weight of a vehicle negotiating an upgrade 1 : S along a track having co-efficient of resistance μ, the tractive force T is given by
	Roy, 2017, What is p?
	Garry, 2017, How slope and force can be added?
	Garry, 2018, The Correct answer is option B. $%  $% P is the weight and T is the traction force.
	Ajeet, 2018, Explian how?
	Utsav, 2019, P is the weight of vehicle here.
	Tandel Kevin, 2019, P is pulling force at outward direction so answer D is right.
	Abubakar, 2020, What's meant by tractive force?
	Bhadresh, 2020, Tractive force is the force used to generate motion between a body and a tangential surface.
	Pramit Samanta, 2020, P is actually W, the weight of the vehicle. Option B is correct.



3357. If L is the length of a moving vehicle and R is the radius of curve, the extra mechanical width b to be provided on horizontal curves,
	Ravi Yadav, 2017, Wm=nl^2/2R here no of lanes are not mentioned.
	Nitin, 2018, How? Explain it.
	Shivaprasad Sajjan, 2019, e = Wm + Wp. $%  $% Wm=mechanical widening $%        = l^2/2R. $%  $% If no of lanes given then, Wm = nl^2/2R, $% Wp = phychological widening, $% = Vkmph/9.5 √ R, $% Widening = Wm + Wp.



3358. The desirable camber for straight cement concrete roads, is
	Taba Amith, 2016, Type of road surface --------> Range of camber. $%  $% 1. High bituminous and cement surface --------------> 1 in 50 to 1 in 60. $% 2. Thin bituminous surfaces -------> 1 in 40 to 1 in 50. $% 3. WBM -----------------------> 1 in 33 to 1 in 40. $% 4. Earth Road -----------------> 1 in 25 to 1 in 33.
	Utkarsh, 2017, For cement concrete roads - 2% to 1.7 %? $%  $% How 1 in 160 to 1 in 140 possible?
	Tanu Thakur, 2017, What does this 1 in 160 to 1 in 140 means? $%  $% As per IRC recommendation, it should be 1 in 50 to 1 in 60.
	Arsh, 2018, You are right @Taba Amith. $%  $% Answer should be (e).
	Abc, 2018, Yes, As per IRC its should be 1 in 50 (2.0%) to 1 in 60 (1.7%).
	Vaibhav Kanjarekar, 2018, As per IRC, it should be 1in 60 to 1 in 72.
	Binay Santra, 2018, 1 in 40 to 1 in 33.
	Praveen Dubey, 2018, According to me, it is E.
	Jai Ram, 2018, E. None of these is correct according to me.
	Augustine Ar-Ef, 2018, As per IRC, it should be 1:60 to 1:72. $% So,  none of these is the correct answer.
	Kewal Krishan, 2018, IRC give some value for camber such cement concrete road is 2% to 1.7% ( 1:50) to (1:60) so its answer is 1:50 to 1:60.
	Manoj Vanshkar, 2019, 1:50 to 1:60 is correct.
	Kaku, 2020, Option E is correct, None of the above.
	Manish Ahir, 2021, It's 1:50 to 1:60.



3359. Minimum permissible speed on high speed roads, is decided on the basis of
	Jay, 2017, Please give the explanation.
	Vijju, 2017, Min 15% and maximum 85%.
	Mani, 2017, Maximum 98% of speed.
	Lajha, 2018, 85% is safe upper limit.
	Sagar, 2019, Maximum 98%.
	Shubh, 2020, The Lower safe limit 15%, upper safe limit 85% and design speed 98%.
	Nabin, 2021, 98th percentile = Geometric design. $% 85th percentile = Upper-speed limit. $% 75th percentile = Safe speed. $% 15th percentile = Lower speed limit.



3360. The ideal shape of a transition curve, is
	Nibash Chakraborty, 2013, What does clothoid mean?
	Gopal Jana, 2014, What's the meaning of clothoid?
	Prasanna Dash, 2015, Clothoid means "Euler spiral" is a curve whose curvature is equal to its arc length.
	Mohar, 2017, Cubic parabola is for railway.
	Vijju@36, 2017, It means spiral.
	Vikrant Patel, 2017, Clothoid means true Spiral.
	Dimple, 2018, Why not laminiscate?
	Alex, 2018, Clothoid means "Euler spiral" is a curve whose curvature is equal to its arc length.
	Aadarsh, 2019, Spiral = clothoid = Glover's spiral = ideal. $%  $% Cubic parabolla = leminscate = Indian railyway. $%  $% So, Answer A.
	Akila, 2019, Thanks @Aadarsh.
	Lokesh Verma, 2021, As per IRC, the answer is Spiral.



3361. At a road junction, 7 cross conflict points are severe if
	Ng Reddy, 2016, I think A is the right answer.
	Sai, 2017, If one is two-way road and other is one-way road conflict points are 11.
	Akash, 2017, Yes, A is the answer.
	Harsha, 2017, How to calculate conflict point? Please tell.
	Leo Basil George, 2017, Both roads one way, no of conflict points = 6. $% One road one way other two-way = 11. $% Both the roads two-way = 24.
	Kidane, 2017, What is conflict point mean?
	Ajay Karanjkar, 2017, Both 1 way- 6. $% Both 2 way- 24. $% One 1 way and one 2 way- 11.
	Arup, 2017, Cross conflict always 4.
	Ashok, 2018, The Answer should be none of these because in question asking for cross conflicts.
	Jasmin, 2019, Thanks for the explanation @Leo Basil George.
	Shiv97, 2019, Yes, If 1 one way and 1 two way conflict points will be 11. For both one way, it's 6 nearer to 7. Hence option 1 is correct.
	Hardik, 2019, Both 2 way- crossing conflict 16 and merging conflicts 8 = 24. $% One 2 way & other 1 way- crossing conflict 7 and merging conflict 4 = 11. $% Both 1 way- crossing conflict 4 and merging conflicts 2 = 6.
	Akshay, 2019, What is conflict?
	Chetan D B, 2020, What is conflict point?
	Ajay Sharma, 2021, Here... $% A-2way  $% B-1 way.. $% Total conflict points =11,  $% Minor conflict points=4.  $% Cross conflict point=11 - 4 = 7.
	Ashwani  Chaudhary, 2021, What is a conflict point?
	Deepankar, 2021, Both roads one-way,Total conflicts=6;Major(also called Crossing)=4 and Minor (also called Merging) = 4. $% One road one-way + other road two-way, Total conflicts =11;Major=7 and Minor= 4. $% Both roads two-way,Total conflicts= 24; $% Major=16,Minor=8.
	Saqib Khattak, 2021, Thanks @Deepankar.



3362. To indicate proper control of consistency of a freshly mixed concrete for pavement construction, the slump should be between
	Mahesh Sinh, 2017, According to Khurmi, the range is between 5 to 7 cm so C is right option.
	Shekhar, 2017, I think the answer is A.
	Abhijeet, 2017, Answer D is right. $%  $% Slump nearly equals to 7.5 cm.
	Garry, 2017, @Shekhar. $%  $% A is correct.
	Susnata, 2018, I think A is correct.
	Lkjha, 2018, Slump Specified as 25 mm (1.0 inch).  This is typical for pavement PCC. Ans 1 is correct.
	Epcet Amit, 2018, The slump value of pavement construction is 20 to 40 mm. So from the above option A is correct.
	Pankaj Yadav, 2018, For the road, slump should be 30 to 50. $%  $% But in this question, freshly mixed concrete should be 50 to 70 mm.
